No;Read on;SIID;Control time;Battery voltage;Serial number;Code number;DayOfWeek;Punch DateTime;Operating mode;SIAC number;SIAC Count;SIAC radio mode;SIAC is battery low;SIAC is card full;SIAC beacon mode;SIAC is gate mode;
1;2026-09-13 16:17:23;2100616;2026-08-21   20:36:53.289;;;36;Fr;20:36:53.289;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
2;2026-09-13 16:17:23;2100616;2026-08-21   21:03:11.371;;;36;Fr;21:03:11.371;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
3;2026-09-13 16:17:23;1430205;2026-08-22   13:12:55.031;;;36;Sa;13:12:55.031;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
4;2026-09-13 16:17:23;1555055;2026-08-22   15:40:50.003;;;36;Sa;15:40:50.003;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
5;2026-09-13 16:17:23;1504819;2026-08-22   15:44:34.351;;;36;Sa;15:44:34.351;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
6;2026-09-13 16:17:23;1292912;2026-08-22   15:44:35.867;;;36;Sa;15:44:35.867;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
7;2026-09-13 16:17:23;1161606;2026-08-22   15:45:21.792;;;36;Sa;15:45:21.792;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
8;2026-09-13 16:17:23;2219908;2026-08-22   15:45:25.101;;;36;Sa;15:45:25.101;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
9;2026-09-13 16:17:23;2166402;2026-08-22   15:45:39.789;;;36;Sa;15:45:39.789;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
10;2026-09-13 16:17:23;2025096;2026-08-22   15:46:37.644;;;36;Sa;15:46:37.644;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
11;2026-09-13 16:17:23;2028400;2026-08-22   15:46:40.234;;;36;Sa;15:46:40.234;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
12;2026-09-13 16:17:23;231138;2026-08-22   15:47:03.296;;;36;Sa;15:47:03.296;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
13;2026-09-13 16:17:23;1505235;2026-08-22   15:47:08.062;;;36;Sa;15:47:08.062;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
14;2026-09-13 16:17:23;1501381;2026-08-22   15:47:15.875;;;36;Sa;15:47:15.875;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
15;2026-09-13 16:17:23;2220113;2026-08-22   15:47:19.160;;;36;Sa;15:47:19.160;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
16;2026-09-13 16:17:23;2212815;2026-08-22   15:47:24.277;;;36;Sa;15:47:24.277;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
17;2026-09-13 16:17:23;2653350;2026-08-22   15:47:28.917;;;36;Sa;15:47:28.917;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
18;2026-09-13 16:17:23;2653375;2026-08-22   15:47:33.351;;;36;Sa;15:47:33.351;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
19;2026-09-13 16:17:23;2448055;2026-08-22   15:47:39.101;;;36;Sa;15:47:39.101;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
20;2026-09-13 16:17:23;450204;2026-08-22   15:50:22.140;;;36;Sa;15:50:22.140;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
21;2026-09-13 16:17:23;9750630;2026-08-22   15:50:46.871;;;36;Sa;15:50:46.871;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
22;2026-09-13 16:17:23;1908110;2026-08-22   15:52:39.445;;;36;Sa;15:52:39.445;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
23;2026-09-13 16:17:23;2135783;2026-08-22   15:52:41.117;;;36;Sa;15:52:41.117;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
24;2026-09-13 16:17:23;2164599;2026-08-22   15:52:56.148;;;36;Sa;15:52:56.148;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
25;2026-09-13 16:17:23;814481;2026-08-22   15:53:13.691;;;36;Sa;15:53:13.691;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
26;2026-09-13 16:17:23;1831220;2026-08-22   15:53:17.671;;;36;Sa;15:53:17.671;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
27;2026-09-13 16:17:23;1801230;2026-08-22   15:53:23.628;;;36;Sa;15:53:23.628;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
28;2026-09-13 16:17:23;409441;2026-08-22   15:53:26.910;;;36;Sa;15:53:26.910;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
29;2026-09-13 16:17:23;2771569;2026-08-22   15:56:53.652;;;36;Sa;15:56:53.652;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
30;2026-09-13 16:17:23;2771569;2026-08-22   15:57:26.503;;;36;Sa;15:57:26.503;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
31;2026-09-13 16:17:23;1521521;2026-08-22   16:00:23.718;;;36;Sa;16:00:23.718;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
32;2026-09-13 16:17:23;2164031;2026-08-22   16:02:14.828;;;36;Sa;16:02:14.828;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
33;2026-09-13 16:17:23;441992;2026-08-22   16:02:22.746;;;36;Sa;16:02:22.746;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
34;2026-09-13 16:17:23;2212916;2026-08-22   16:02:24.679;;;36;Sa;16:02:24.679;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
35;2026-09-13 16:17:23;2078101;2026-08-22   16:02:27.617;;;36;Sa;16:02:27.617;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
36;2026-09-13 16:17:23;1070782;2026-08-22   16:02:28.777;;;36;Sa;16:02:28.777;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
37;2026-09-13 16:17:23;1060617;2026-08-22   16:02:59.789;;;36;Sa;16:02:59.789;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
38;2026-09-13 16:17:23;2213297;2026-08-22   16:03:15.914;;;36;Sa;16:03:15.914;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
39;2026-09-13 16:17:23;1186790;2026-08-22   16:04:40.890;;;36;Sa;16:04:40.890;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
