No;Read on;SIID;Control time;Battery voltage;Serial number;Code number;DayOfWeek;Punch DateTime;Operating mode;SIAC number;SIAC Count;SIAC radio mode;SIAC is battery low;SIAC is card full;SIAC beacon mode;SIAC is gate mode;
1;2026-09-13 16:15:06;2100617;2026-08-21   19:50:40.382;;;51;Fr;19:50:40.382;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
2;2026-09-13 16:15:06;2100617;2026-08-21   21:02:50.609;;;51;Fr;21:02:50.609;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
3;2026-09-13 16:15:06;2100614;2026-08-22   13:22:06.261;;;51;Sa;13:22:06.261;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
4;2026-09-13 16:15:06;7130314;2026-08-22   15:29:08.417;;;51;Sa;15:29:08.417;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
5;2026-09-13 16:15:06;2771584;2026-08-22   15:35:02.867;;;51;Sa;15:35:02.867;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
6;2026-09-13 16:15:06;2132164;2026-08-22   15:35:12.906;;;51;Sa;15:35:12.906;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
7;2026-09-13 16:15:06;2212790;2026-08-22   15:38:55.425;;;51;Sa;15:38:55.425;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
8;2026-09-13 16:15:06;2137761;2026-08-22   15:39:27.882;;;51;Sa;15:39:27.882;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
9;2026-09-13 16:15:06;2132177;2026-08-22   15:40:09.824;;;51;Sa;15:40:09.824;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
10;2026-09-13 16:15:06;2163818;2026-08-22   16:28:04.046;;;51;Sa;16:28:04.046;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
11;2026-09-13 16:15:06;245682;2026-08-22   16:35:59.464;;;51;Sa;16:35:59.464;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
12;2026-09-13 16:15:06;2028365;2026-08-22   16:48:03.824;;;51;Sa;16:48:03.824;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
13;2026-09-13 16:15:06;2165522;2026-08-22   16:52:41.617;;;51;Sa;16:52:41.617;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
14;2026-09-13 16:15:06;1817266;2026-08-22   16:56:07.726;;;51;Sa;16:56:07.726;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
15;2026-09-13 16:15:06;7472012;2026-08-22   17:09:19.785;;;51;Sa;17:09:19.785;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
16;2026-09-13 16:15:06;2152252;2026-08-22   17:10:46.722;;;51;Sa;17:10:46.722;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
17;2026-09-13 16:15:06;2223548;2026-08-22   17:12:00.296;;;51;Sa;17:12:00.296;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
18;2026-09-13 16:15:06;2160579;2026-08-22   17:13:12.812;;;51;Sa;17:13:12.812;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
19;2026-09-13 16:15:06;8535464;2026-08-23   09:17:37.195;;;51;Su;09:17:37.195;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
20;2026-09-13 16:15:06;7472012;2026-08-23   10:34:50.968;;;51;Su;10:34:50.968;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
21;2026-09-13 16:15:06;2165522;2026-08-23   10:40:28.300;;;51;Su;10:40:28.300;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
22;2026-09-13 16:15:06;2159837;2026-08-23   10:41:08.074;;;51;Su;10:41:08.074;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
23;2026-09-13 16:15:06;2137761;2026-08-23   10:41:46.414;;;51;Su;10:41:46.414;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
24;2026-09-13 16:15:06;2132177;2026-08-23   11:01:34.562;;;51;Su;11:01:34.562;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
25;2026-09-13 16:15:06;2164031;2026-08-23   11:34:54.394;;;51;Su;11:34:54.394;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
26;2026-09-13 16:15:06;2163244;2026-08-23   11:43:26.707;;;51;Su;11:43:26.707;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
27;2026-09-13 16:15:06;7020626;2026-08-23   11:47:56.406;;;51;Su;11:47:56.406;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
28;2026-09-13 16:15:06;2771579;2026-08-23   11:55:42.980;;;51;Su;11:55:42.980;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
29;2026-09-13 16:15:06;2132164;2026-08-23   11:59:45.238;;;51;Su;11:59:45.238;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
30;2026-09-13 16:15:06;1292912;2026-08-23   12:18:02.484;;;51;Su;12:18:02.484;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
31;2026-09-13 16:15:06;2390710;2026-09-13   16:14:25.277;;;51;Su;16:14:25.277;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
