No;Read on;SIID;Control time;Battery voltage;Serial number;Code number;DayOfWeek;Punch DateTime;Operating mode;SIAC number;SIAC Count;SIAC radio mode;SIAC is battery low;SIAC is card full;SIAC beacon mode;SIAC is gate mode;
1;2026-09-13 16:15:17;2100616;2026-08-21   20:36:56.281;;;50;Fr;20:36:56.281;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
2;2026-09-13 16:15:17;2100616;2026-08-21   21:03:12.812;;;50;Fr;21:03:12.812;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
3;2026-09-13 16:15:17;1430205;2026-08-22   13:25:14.175;;;50;Sa;13:25:14.175;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
4;2026-09-13 16:15:17;445596;2026-08-22   16:00:01.593;;;50;Sa;16:00:01.593;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
5;2026-09-13 16:15:17;2223500;2026-08-22   16:00:03.460;;;50;Sa;16:00:03.460;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
6;2026-09-13 16:15:17;911212;2026-08-22   16:09:17.500;;;50;Sa;16:09:17.500;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
7;2026-09-13 16:15:17;1040487;2026-08-22   16:09:22.593;;;50;Sa;16:09:22.593;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
8;2026-09-13 16:15:17;2148026;2026-08-22   16:10:28.433;;;50;Sa;16:10:28.433;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
9;2026-09-13 16:15:17;353498;2026-08-22   16:12:46.199;;;50;Sa;16:12:46.199;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
10;2026-09-13 16:15:17;2147842;2026-08-22   16:14:04.414;;;50;Sa;16:14:04.414;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
11;2026-09-13 16:15:17;2164586;2026-08-22   16:14:35.203;;;50;Sa;16:14:35.203;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
12;2026-09-13 16:15:17;1880412;2026-08-22   16:14:37.953;;;50;Sa;16:14:37.953;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
13;2026-09-13 16:15:17;2165257;2026-08-22   16:17:23.589;;;50;Sa;16:17:23.589;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
14;2026-09-13 16:15:17;1160616;2026-08-22   16:17:47.343;;;50;Sa;16:17:47.343;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
15;2026-09-13 16:15:17;1509779;2026-08-22   16:18:01.437;;;50;Sa;16:18:01.437;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
