No;Read on;SIID;Control time;Battery voltage;Serial number;Code number;DayOfWeek;Punch DateTime;Operating mode;SIAC number;SIAC Count;SIAC radio mode;SIAC is battery low;SIAC is card full;SIAC beacon mode;SIAC is gate mode;
1;2026-09-13 16:24:09;2100616;2026-08-22   12:56:52.433;;;78;Sa;12:56:52.433;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
2;2026-09-13 16:24:09;2100616;2026-08-22   ErrD;;;78;;00:00:00;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
3;2026-09-13 16:24:09;1555055;2026-08-22   15:37:23.007;;;78;Sa;15:37:23.007;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
4;2026-09-13 16:24:09;2028400;2026-08-22   15:39:03.910;;;78;Sa;15:39:03.910;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
5;2026-09-13 16:24:09;2025096;2026-08-22   15:39:05.015;;;78;Sa;15:39:05.015;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
6;2026-09-13 16:24:09;1504819;2026-08-22   15:39:12.320;;;78;Sa;15:39:12.320;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
7;2026-09-13 16:24:09;1292912;2026-08-22   15:40:25.863;;;78;Sa;15:40:25.863;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
8;2026-09-13 16:24:09;1161606;2026-08-22   15:40:28.343;;;78;Sa;15:40:28.343;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
9;2026-09-13 16:24:09;2166402;2026-08-22   15:40:33.605;;;78;Sa;15:40:33.605;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
10;2026-09-13 16:24:09;2448055;2026-08-22   15:41:16.605;;;78;Sa;15:41:16.605;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
11;2026-09-13 16:24:09;2219908;2026-08-22   15:41:44.484;;;78;Sa;15:41:44.484;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
12;2026-09-13 16:24:09;1505235;2026-08-22   15:42:11.464;;;78;Sa;15:42:11.464;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
13;2026-09-13 16:24:09;231138;2026-08-22   15:42:15.601;;;78;Sa;15:42:15.601;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
14;2026-09-13 16:24:09;1501381;2026-08-22   15:42:37.070;;;78;Sa;15:42:37.070;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
15;2026-09-13 16:24:09;2220113;2026-08-22   15:42:43.781;;;78;Sa;15:42:43.781;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
16;2026-09-13 16:24:09;2212815;2026-08-22   15:42:48.484;;;78;Sa;15:42:48.484;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
17;2026-09-13 16:24:09;2653350;2026-08-22   15:42:49.890;;;78;Sa;15:42:49.890;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
