No;Read on;SIID;Control time;Battery voltage;Serial number;Code number;DayOfWeek;Punch DateTime;Operating mode;SIAC number;SIAC Count;SIAC radio mode;SIAC is battery low;SIAC is card full;SIAC beacon mode;SIAC is gate mode;
1;2026-09-13 16:21:40;2100616;2026-08-22   12:52:04.371;;;49;Sa;12:52:04.371;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
2;2026-09-13 16:21:40;1161606;2026-08-22   15:37:32.820;;;49;Sa;15:37:32.820;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
3;2026-09-13 16:21:40;2448055;2026-08-22   15:37:36.078;;;49;Sa;15:37:36.078;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
4;2026-09-13 16:21:40;1555055;2026-08-22   15:37:56.437;;;49;Sa;15:37:56.437;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
5;2026-09-13 16:21:40;2166402;2026-08-22   15:38:22.382;;;49;Sa;15:38:22.382;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
6;2026-09-13 16:21:40;1292912;2026-08-22   15:38:50.187;;;49;Sa;15:38:50.187;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
7;2026-09-13 16:21:40;2219908;2026-08-22   15:39:00.496;;;49;Sa;15:39:00.496;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
8;2026-09-13 16:21:40;231138;2026-08-22   15:39:03.882;;;49;Sa;15:39:03.882;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
9;2026-09-13 16:21:40;1505235;2026-08-22   15:39:05.234;;;49;Sa;15:39:05.234;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
10;2026-09-13 16:21:40;2220113;2026-08-22   15:39:47.578;;;49;Sa;15:39:47.578;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
11;2026-09-13 16:21:40;2212815;2026-08-22   15:39:50.578;;;49;Sa;15:39:50.578;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
12;2026-09-13 16:21:40;1504819;2026-08-22   15:39:53.289;;;49;Sa;15:39:53.289;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
13;2026-09-13 16:21:40;2025096;2026-08-22   15:39:58.304;;;49;Sa;15:39:58.304;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
14;2026-09-13 16:21:40;2028400;2026-08-22   15:39:59.878;;;49;Sa;15:39:59.878;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
15;2026-09-13 16:21:40;1501381;2026-08-22   15:40:15.878;;;49;Sa;15:40:15.878;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
16;2026-09-13 16:21:40;231138;2026-08-22   15:42:55.113;;;49;Sa;15:42:55.113;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
17;2026-09-13 16:21:40;1505235;2026-08-22   15:42:57.375;;;49;Sa;15:42:57.375;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
18;2026-09-13 16:21:40;409441;2026-08-22   15:43:12.925;;;49;Sa;15:43:12.925;BcControl;0;1;NotSetOrDisabled;;False;Unknown;False;
